text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.281338000000687,None,equal,2.1354615000018384,10.281338000000687,None,,001,2023_Apr_12_1621,meta-mask,2021.2.3,59.971885179960445,
