text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,participant,date,expName,psychopyVersion,frameRate,
9.656337700000222,None,equal,2.827296899999965,9.656337700000222,None,,,,,,,,,1,2023_Apr_12_1853,meta-mask,2021.2.3,59.922759562825604,
,,,,,,12.515437299999576,None,17.81774510000014,None,18.5347155999998,None,21.06911409999975,None,,,,,,
