text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.234070800004702,11.23878600000171,equal,5.328456900002493,10.234070800004702,None,,,,,,,1,001,2023_Apr_12_1545,meta-mask,2021.2.3,143.74156416363974,
,,,,,,15.579120300004433,16.57911630000308,q,10.243460099998629,15.579120300004433,None,1,001,2023_Apr_12_1545,meta-mask,2021.2.3,143.74156416363974,
