text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.741409399997792,None,equal,3.1114003999973647,10.741409399997792,None,,001,2023_Apr_12_1613,meta-mask,2021.2.3,143.8337741756439,
