text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.016469499998493,None,equal,2.0560073999949964,11.016469499998493,None,,001,2023_Apr_12_1612,meta-mask,2021.2.3,143.89234550386578,
