text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,date,expName,psychopyVersion,frameRate,
9.531107900009374,None,equal,1.4476350999902934,9.531107900009374,None,1,2023_Apr_12_1630,meta-mask,2021.2.3,59.95038506214847,
