text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,participant,date,expName,psychopyVersion,frameRate,
9.964598499999738,None,equal,2.654262399999425,9.964598499999738,None,,,,,,,,,1,2023_Apr_12_1852,meta-mask,2021.2.3,59.96562770236687,
,,,,,,12.640423799999553,None,13.824233800000002,None,17.692673699999432,None,19.24327970000013,None,,,,,,
