imageTest.thisRepN,imageTest.thisTrialN,imageTest.thisN,imageTest.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,polygon.started,polygon.stopped,currTrial,imgName,soa,fixTime,jitter,stim.started,stim.stopped,mask.started,mask.stopped,mainTrial_response.keys,mainTrial_response.rt,mainTrial_response.started,mainTrial_response.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,80,0,80,0,,,144.90314839999996,145.77014450000001,80,imgs/1_stim.png,0.07667503429151483,0.8606404037954889,0.08154898616223644,145.8201987,145.85347739999997,145.9202216,145.95358939999994,a,1.188866599999983,145.08650869999997,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,81,0,81,0,,,146.32036889999995,146.9206511,81,imgs/3_stim.png,0.06953377789015015,0.601098039552306,0.25099389983080506,147.15409160000002,147.18736679999995,147.23741169999994,147.27078830000005,d,1.0475660999999263,146.5038105,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,82,0,82,0,,,147.5875787,148.42124560000002,82,imgs/3_stim.png,0.05552316461645767,0.8292789468258508,0.2601482560450963,148.65471849999994,148.68808649999994,148.73806160000004,148.77143790000002,d,1.186445400000025,147.7709751,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,83,0,83,0,,,149.00485119999996,149.55511869999998,83,imgs/4_stim.png,0.0637673918540571,0.536020216055513,0.06276366246873377,149.58844309999995,149.62175290000005,149.67187420000005,149.70515899999998,e,0.9131539999999632,149.18823880000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,84,0,84,0,,,150.13874420000002,150.67232579999995,84,imgs/2_stim.png,0.07679350057469007,0.5334685036499431,0.20512487830941323,150.85562330000005,150.88900339999998,150.95565309999995,150.98906999999997,q,0.9224168999999165,150.32206640000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,85,0,85,0,,,151.28917309999997,152.1895892,85,imgs/3_stim.png,0.08105770464308287,0.8983586541991215,0.05222810748247575,152.22291859999996,152.25625349999996,152.32295680000004,152.35626379999997,e,1.1998388999999179,151.4725641,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,86,0,86,0,,,152.7064593,153.55678120000005,86,imgs/3_stim.png,0.07143243931211203,0.8465901300252072,0.2216434910819644,153.75686759999996,153.7902186,153.85691889999998,153.89025349999997,d,1.2217268999999078,152.88986450000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,87,0,87,0,,,154.15704029999995,154.74061770000003,87,imgs/2_stim.png,0.06446868392192787,0.580120763078878,0.46345095871069675,155.1908499,155.22427570000002,155.27421909999998,155.30756999999994,q,1.221836200000098,154.34047429999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,88,0,88,0,,,155.60770479999996,156.5080547,88,imgs/4_stim.png,0.04928492950364594,0.8947013926619585,0.19943621659243876,156.69156380000004,156.72487109999997,156.75816769999994,156.79152829999998,e,1.3537708999999722,155.79106839999997,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,89,0,89,0,,,157.19169669999997,158.00871929999994,89,imgs/1_stim.png,0.07090377566524528,0.8053831841761909,0.18035396735326736,158.1587826,158.1921304,158.25882509999997,158.29218960000003,a,1.1830949999999802,157.37512200000003,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,90,0,90,0,,,158.59232050000003,159.35933090000003,90,imgs/2_stim.png,0.053326828405927604,0.7648217094927392,0.1776687398689744,159.50934310000002,159.54270480000002,159.59276750000004,159.62612230000002,q,1.1468383999999787,158.77571249999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,91,0,91,0,,,159.95954470000004,160.5764984,91,imgs/3_stim.png,0.09070194521937602,0.6166643502289788,0.39596554288744085,160.95999670000003,160.99337909999997,161.06001149999997,161.09339450000004,d,1.1364874999999302,160.14296969999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,92,0,92,0,,,161.32678250000004,162.1271587,92,imgs/2_stim.png,0.05613359010684793,0.7950963599547995,0.26021379815451606,162.36057600000004,162.39393989999996,162.44396319999998,162.47729219999997,q,1.117103600000064,161.51022679999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,93,0,93,0,,,162.6606809,163.46108049999998,93,imgs/4_stim.png,0.06259518309599066,0.7979649015354344,0.018517857677422755,163.46108049999998,163.4944332,163.54443549999996,163.5777868,e,1.044359399999962,162.84408059999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,94,0,94,0,,,163.9278888,164.6948926,94,imgs/4_stim.png,0.03880632532838711,0.7557613839588976,0.46560306151916436,165.12840570000003,165.1617979,165.19509779999998,165.22845970000003,e,1.7790539999999737,164.11132629999997,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,95,0,95,0,,,165.92874719999998,166.57903369999997,95,imgs/3_stim.png,0.07530192534631816,0.6378388190399742,0.2514481172045834,166.79582440000001,166.82915790000004,166.8958682,166.9291968,d,1.132257999999979,166.11219649999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,96,0,96,0,,,167.27937180000004,168.0130229,96,imgs/2_stim.png,0.04083018156738862,0.7241983162085917,0.025889441940269153,168.0130229,168.04636129999994,168.07973570000001,168.11309240000003,q,0.9655688999999938,167.4627693,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,97,0,97,0,,,168.46317580000004,169.11344129999998,97,imgs/3_stim.png,0.03933492438416081,0.6503797110334826,0.4661698668791167,169.56367309999996,169.59710069999994,169.61370929999998,169.64706349999994,d,1.360889899999961,168.64661939999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,98,0,98,0,,,170.04719520000003,170.94759509999994,98,imgs/3_stim.png,0.07808713011784878,0.8866479583227207,0.27946230287024904,171.19767309999997,171.23103690000005,171.2977614,171.33108449999997,d,1.5747043999999732,170.23065359999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,99,0,99,0,,,171.84799429999998,172.43158529999994,99,imgs/1_stim.png,0.04416352372751059,0.5814454154604692,0.03525600374109161,172.44825059999994,172.48160459999997,172.51494149999996,172.54825970000002,q,1.2809725999999273,172.03137249999997,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,100,0,100,0,,,173.34862980000003,174.2323113,100,imgs/1_stim.png,0.0812819155655459,0.8837522793531922,0.4321817868335699,174.64918360000001,174.68256669999994,174.74931189999995,174.78254349999997,a,1.6494493999999804,173.53200700000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,101,0,101,0,,,175.21607819999997,175.7497522,101,imgs/3_stim.png,0.09269358892868176,0.5190362820916932,0.49089845803331567,176.21654149999995,176.24989070000004,176.3165775,176.3499177,d,1.315954599999941,175.39953920000005,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,102,0,102,0,,,176.75012789999994,177.31697110000005,102,imgs/4_stim.png,0.044998257722992874,0.5512015865874395,0.35615630688438693,177.65051970000002,177.68383670000003,177.70053059999998,177.73383160000003,d,1.1352570999999898,176.93345929999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,103,0,103,0,,,178.10066510000001,179.1011032,103,imgs/4_stim.png,0.097809399414195,0.9918919190433668,0.4020327976494261,179.48460969999996,179.5179518,179.60130619999995,179.63467379999997,e,1.6553927999999587,178.28409109999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,104,0,104,0,,,179.98478920000002,180.5016657,104,imgs/4_stim.png,0.08041793930733886,0.501398404539318,0.33330689342024594,180.80181949999997,180.8351973,180.90187560000004,180.9352252,e,1.0182588000000123,180.16819420000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,105,0,105,0,,,181.21866820000002,181.76898749999998,105,imgs/3_stim.png,0.06797718123470885,0.5485840403257394,0.32182428449198186,182.06901270000003,182.10237170000005,182.1524895,182.18571439999994,d,1.1534895999999435,181.40205519999995,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,106,0,106,0,,,182.60261660000003,183.4862779,106,imgs/1_stim.png,0.07386926383920223,0.8768635239265508,0.27294976457098336,183.73641899999996,183.7697806,183.83646629999998,183.86976689999995,a,1.4233441000000084,182.78600359999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,107,0,107,0,,,184.25334929999997,184.92024930000002,107,imgs/2_stim.png,0.05136497650322777,0.6541842957423898,0.3862401182494845,185.2704155,185.30373180000004,185.3537768,185.38714240000002,q,1.1465851000000384,184.43672800000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,108,0,108,0,,,185.6205744,186.43762200000003,108,imgs/3_stim.png,0.051702086840094225,0.8094824312233888,0.060053862046264395,186.47093840000002,186.50426389999996,186.53759809999997,186.57096760000002,d,1.2213701999999103,185.8039662,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,109,0,109,0,,,187.07119269999998,188.03826249999997,109,imgs/3_stim.png,0.09493643963305183,0.9566504569171599,0.016991159373545006,188.02156460000003,188.0549413,188.13843139999994,188.17166869999994,d,1.2559002000000419,187.25462960000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,110,0,110,0,,,188.55516690000002,189.0720748,110,imgs/1_stim.png,0.07901637637388845,0.5059740441330838,0.0790526175030597,189.12204740000004,189.1554211,189.22208420000004,189.2554586,a,0.8488717000000179,188.73857880000003,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,111,0,111,0,,,189.62225209999997,190.60600929999998,111,imgs/4_stim.png,0.049152622301947786,0.9707907155880591,0.14621726274836633,190.72277529999997,190.7561796,190.789486,190.82283940000002,e,1.3917337999999972,189.80568500000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,112,0,112,0,,,191.23965439999995,191.98994989999994,112,imgs/1_stim.png,0.09136696934111443,0.7388692267018129,0.30577946554875995,192.27341239999998,192.30675929999995,192.37343099999998,192.4067774,a,1.2022386999999526,191.42307449999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,113,0,113,0,,,192.67358219999994,193.55729110000004,113,imgs/2_stim.png,0.08343700762654044,0.8785881364853974,0.48513671559604105,194.0242111,194.05748010000002,194.1241903,194.15753829999994,q,1.60944690000008,192.8570059,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,114,0,114,0,,,194.50770999999997,195.2580319,114,imgs/1_stim.png,0.09244878357753573,0.7373809081828515,0.18312448695497158,195.40810520000002,195.44140300000004,195.52480849999995,195.55817609999997,a,1.1992596000000049,194.69116610000003,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,115,0,115,0,,,195.92498220000004,196.84204509999995,115,imgs/1_stim.png,0.0893577279802891,0.9162043562852522,0.49639952218844835,197.32559249999997,197.35892339999998,197.4256491,197.45897690000004,a,1.6201078999999936,196.10838879999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,116,0,116,0,,,197.77575330000002,198.4427442,116,imgs/3_stim.png,0.06725346254165909,0.6638766856753133,0.00021187351101942253,198.42607050000004,198.45942809999997,198.5094348,198.54279080000003,d,1.2187841999999591,197.95916909999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,117,0,117,0,,,199.20971099999997,199.809978,117,imgs/2_stim.png,0.0555622069342706,0.6005340959971691,0.09593578264906716,199.89340249999998,199.92670550000003,199.96007999999995,199.99340489999997,q,0.9193818999999621,199.39316099999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,118,0,118,0,,,200.36021119999998,201.02719949999994,118,imgs/1_stim.png,0.043019785425923614,0.6666031506320671,0.14970892958038756,201.16056909999998,201.19391040000005,201.2272352,201.26057530000003,a,0.9738648000000012,200.54359639999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,119,0,119,0,,,201.56071339999994,202.14439719999996,119,imgs/2_stim.png,0.0761805753654005,0.5825901118008282,0.4239345473639324,202.54445699999997,202.57784300000003,202.64456240000004,202.67788770000004,q,1.0731865000000198,201.74415599999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,120,0,120,0,,,202.8612776,203.64498530000003,120,imgs/4_stim.png,0.06583264074842866,0.7758183868339301,0.1679529832150799,203.79500399999995,203.8283864,203.87837360000003,203.911746,e,1.3390573000000359,203.04475849999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,121,0,121,0,,,204.42858049999995,205.22899289999998,121,imgs/1_stim.png,0.09340620454351642,0.7960632321461992,0.33222245300842895,205.54574549999995,205.5791147,205.6458606,205.6791793,a,1.3485230000000001,204.6120168,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,122,0,122,0,,,205.9959927,206.57951419999995,122,imgs/3_stim.png,0.05530185967263268,0.5753096619758886,0.11557294157322395,206.66293989999997,206.69625910000002,206.74630009999998,206.77965570000003,d,0.9061037999999826,206.17935639999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,123,0,123,0,,,207.12981690000004,207.99681880000003,123,imgs/2_stim.png,0.059794090710324085,0.8669094632437241,0.0351809260291337,208.01356080000005,208.0468522,208.09683270000005,208.13022639999997,q,1.1302292999999963,207.31320559999995,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,124,0,124,0,,,208.48041620000004,209.2807007,124,imgs/1_stim.png,0.04528650606214618,0.8005035079122006,0.3970538834039302,209.664311,209.69759839999995,209.7309216,209.76435219999996,a,1.4566862000000356,208.6637736,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,125,0,125,0,,,210.16442310000002,210.76479849999998,125,imgs/2_stim.png,0.049037986466314014,0.5938526786042093,0.011656173410282411,210.74812310000004,210.78136199999994,210.8146895,210.84806400000002,q,0.9626331000000619,210.34780890000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,126,0,126,0,,,211.34826109999995,211.8818318,126,imgs/4_stim.png,0.08281577094788375,0.5314644484954097,0.2802113107907581,212.1487396,212.181918,212.24866499999996,212.28197539999996,e,1.22562819999996,211.53164479999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,127,0,127,0,,,212.7988977,213.7493081,127,imgs/2_stim.png,0.08360306314869861,0.937420632609712,0.17261640648637777,213.89933940000003,213.93270970000003,213.99941449999994,214.03275870000004,q,1.340000400000008,212.9823192,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,128,0,128,0,,,214.36623350000002,215.34997780000003,128,imgs/1_stim.png,0.04206293339639952,0.9707646827846712,0.05988856908202583,215.38329199999998,215.41668029999994,215.45003310000004,215.48341459999995,a,1.4776229000000285,214.54969359999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,129,0,129,0,,,216.06695960000002,216.95069909999995,129,imgs/3_stim.png,0.04558493032503782,0.8761389221609308,0.17108733954537436,217.1007505,217.13409649999994,217.16743050000002,217.20075399999996,d,1.295941599999992,216.2503524,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,130,0,130,0,,,217.58426429999997,218.21784219999995,130,imgs/2_stim.png,0.04851565690791594,0.6334440836560848,0.4500773023329213,218.65141300000005,218.68475690000002,218.7180694,218.75145699999996,q,1.2268359999999348,217.76776499999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,131,0,131,0,,,219.03497159999995,219.96864019999998,131,imgs/2_stim.png,0.08281385868245285,0.9281472923372653,0.09904421076679659,220.05200060000004,220.08536389999995,220.15205079999998,220.18536889999996,q,1.3292275000000018,219.2183109,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,132,0,132,0,,,220.5855411,221.36922019999997,132,imgs/3_stim.png,0.08442154797320839,0.7759326521011127,0.1383943179888531,221.48596780000003,221.51926879999996,221.5859557,221.61936530000003,d,1.146376200000077,220.76905609999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,133,0,133,0,,,221.95285739999997,222.75316829999997,133,imgs/4_stim.png,0.05517206610639225,0.796514660781529,0.3913641858029258,223.12000779999994,223.1533644,223.2033844,223.23669519999999,e,1.5432779999999866,222.13624259999995,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,134,0,134,0,,,223.72023390000004,224.33713669999997,134,imgs/3_stim.png,0.051041889178119935,0.6036081797827275,0.028099497154249586,224.33713669999997,224.37056389999998,224.40390709999997,224.43720510000003,q,1.1627697999999782,223.90362140000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,135,0,135,0,,,225.10414660000004,225.68777079999995,135,imgs/2_stim.png,0.05088696384718228,0.5713842400411093,0.10436699091751539,225.75442250000003,225.78786179999997,225.83777959999998,225.8711614,q,1.0198742000000038,225.28757770000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,136,0,136,0,,,226.35467519999997,227.25511519999998,136,imgs/3_stim.png,0.07302294751510052,0.8940254871387712,0.3497073642667783,227.57193510000002,227.6052608,227.6719432,227.70529079999994,d,1.4272919000000002,226.53814149999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,137,0,137,0,,,228.00542670000004,228.6724117,137,imgs/2_stim.png,0.057295287545134056,0.6674511659709715,0.20293632781533483,228.85575649999998,228.88914520000003,228.9391607,228.97250380000003,q,1.1076313999999456,228.18880679999995,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,138,0,138,0,,,229.3393052,230.08966829999997,138,imgs/4_stim.png,0.08750271325755321,0.7505360035010296,0.07610378471371515,230.13971000000004,230.17305169999997,230.256392,230.28969919999997,e,1.0297368000000233,229.52270899999996,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,139,0,139,0,,,230.58986559999994,231.27346239999997,139,imgs/2_stim.png,0.06644124324507117,0.6703142267207032,0.21000218979477558,231.4569063,231.49022279999997,231.54024930000003,231.57359139999994,q,1.0031422000000703,230.77329229999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,140,0,140,0,,,231.82372269999996,232.77423620000002,140,imgs/1_stim.png,0.09858503966940801,0.9414917000454573,0.33422277597981603,233.07433619999995,233.1076326,233.20760870000004,233.24099579999995,a,1.4752647999999908,232.00714730000004,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,141,0,141,0,,,233.52442499999995,234.04133660000002,141,imgs/2_stim.png,0.09164601371450933,0.5065825294857692,0.27293247800930237,234.29150100000004,234.324793,234.3914724,234.42481539999994,q,1.1104726999999457,233.7079182,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,142,0,142,0,,,234.858344,235.82542,142,imgs/4_stim.png,0.09429416106404341,0.9602151906060175,0.43830435058795686,236.24226020000003,236.27565560000005,236.3589713,236.39230550000002,e,1.5836386999999377,235.04180350000001,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,143,0,143,0,,,236.65913379999995,237.65957030000004,143,imgs/1_stim.png,0.07803701614885036,0.9952313447590586,0.32267958391627927,237.95968930000004,237.99306079999997,238.0596888,238.09311690000004,a,1.6099459999999226,236.84255059999998,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,144,0,144,0,,,238.49326059999999,239.11018430000001,144,imgs/2_stim.png,0.0450084773010629,0.6178850444799778,0.1728268814281838,239.26026820000004,239.29360280000003,239.32696699999997,239.36029469999994,q,0.9408427000000756,238.67667719999997,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,145,0,145,0,,,239.66043620000005,240.6608122,145,imgs/3_stim.png,0.0888766514375535,0.9977660493313948,0.11820671057434429,240.7609106,240.79425189999995,240.860901,240.89428329999998,d,1.3324618000000328,239.84379990000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,146,0,146,0,,,241.2110788,242.06141649999995,146,imgs/3_stim.png,0.07970483227583564,0.8408985169442327,0.32817749210313174,242.36155199999996,242.39488600000004,242.4616304,242.49497139999994,d,1.3857914000000164,241.39449760000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,147,0,147,0,,,242.82844699999998,243.62880489999998,147,imgs/3_stim.png,0.03167684222421262,0.7942163703489586,0.4189000450925289,244.02892810000003,244.06232679999994,244.0789843,244.1123354,d,2.999405499999966,243.0118291,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,148,0,148,0,,,246.0464568,246.78021090000004,148,imgs/3_stim.png,0.08843887889676738,0.7271984467167163,0.30155045264021496,247.0635767,247.09692140000004,247.16363990000002,247.19699389999994,d,1.2905216999999993,246.22988120000002,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,149,0,149,0,,,247.56380609999997,248.43086819999996,149,imgs/1_stim.png,0.05450923822367566,0.8570299604105154,0.41952594310983654,248.81434060000004,248.84772439999995,248.89772000000005,248.93107229999998,a,1.6352593000000297,247.74724389999994,None,,,stephen4,001,2023_Apr_30_1950,meta-mask2,2021.2.3,60.07452846002559,
,,,,,,,,,,,,,,,,,,,,,,,,,249.39791000000002,None,,,,,,,
