text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_2.started,image_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_3.started,image_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_4.started,image_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.08872269999847,12.088987800001632,equal,4.921796999995422,11.08872269999847,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023_Apr_12_1546,meta-mask,2021.2.3,144.1555726921751,
,,,,,,16.025969399997848,None,q,4.48435050000262,16.025969399997848,None,,,,,,,,,,,,,,,,,,,1,001,2023_Apr_12_1546,meta-mask,2021.2.3,144.1555726921751,
,,,,,,,,,,,,20.52598779999971,None,e,2.4504601000007824,20.52598779999971,None,,,,,,,,,,,,,1,001,2023_Apr_12_1546,meta-mask,2021.2.3,144.1555726921751,
,,,,,,,,,,,,,,,,,,22.991315599996597,None,a,5.516730199997255,22.991315599996597,None,,,,,,,1,001,2023_Apr_12_1546,meta-mask,2021.2.3,144.1555726921751,
,,,,,,,,,,,,,,,,,,,,,,,,28.519136399998388,None,d,3.425956099999894,28.519136399998388,None,1,001,2023_Apr_12_1546,meta-mask,2021.2.3,144.1555726921751,
