text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,participant,date,expName,psychopyVersion,frameRate,
9.810604300000705,None,equal,0.4380708999960916,9.810604300000705,None,,,,,,,,,1,2023_Apr_12_1658,meta-mask,2021.2.3,59.961169146105554,
,,,,,,10.26773819999653,None,11.401533900003415,None,11.618322599999374,None,12.168544400003157,None,,,,,,
