text_3.started,text_3.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,participant,date,expName,psychopyVersion,frameRate,
9.91086710000036,None,equal,0.629262600000402,9.91086710000036,None,,,,,,,,,1,2023_Apr_12_1854,meta-mask,2021.2.3,59.93759297834578,
,,,,,,10.567899900000157,None,13.852644700000383,None,14.28614160000052,None,14.702995499999815,None,,,,,,
