imageTest.thisRepN,imageTest.thisTrialN,imageTest.thisN,imageTest.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_5.started,image_5.stopped,image_6.started,image_6.stopped,image_7.started,image_7.stopped,image_8.started,image_8.stopped,image_9.started,image_9.stopped,key_resp_7.keys,key_resp_7.rt,polygon_6.started,polygon_6.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,currTrial,imgName,soa,fixTime,jitter,stim.started,stim.stopped,mask.started,mask.stopped,mainTrial_response.keys,mainTrial_response.rt,mainTrial_response.started,mainTrial_response.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,93.62503860000015,94.54207290000068,47,imgs/1_stim.png,0.021892186420480603,0.9146210370934775,0.4203801200194694,94.94225840000036,94.9755967000001,94.9755967000001,95.00891960000081,a,2.0588746000003084,93.80841280000004,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,95.90934870000001,96.60963609999999,48,imgs/3_stim.png,0.019379220660806273,0.6857070387228678,0.16889211595693066,96.74303190000046,96.77639650000037,96.77639650000037,96.80972800000018,a,1.3345478000001094,96.0927700000002,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,97.45999370000027,98.21029360000011,49,imgs/4_stim.png,0.060912502827207005,0.7510327089053637,0.00822180748244955,98.19367150000016,98.22699040000043,98.27699220000068,98.3103245000002,e,1.3507652999996935,97.64342420000048,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,99.02739510000083,99.79435400000057,50,imgs/1_stim.png,0.03070391189482416,0.7611215844325885,0.3424168177459091,100.11119589999998,100.14450579999993,100.16121650000059,100.19453740000063,a,1.663359400000445,99.21080430000075,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,100.91147100000035,101.52838690000044,51,imgs/3_stim.png,0.05791662679074929,0.6100327216073749,0.23371954647041826,101.72845440000037,101.76185140000052,101.81184050000047,101.84518720000051,a,1.2394443000002866,101.09490050000022,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,102.37879320000047,103.16240500000004,52,imgs/2_stim.png,0.03814932419554921,0.7756471303731438,0.42376983036980387,103.56261410000025,103.59596380000039,103.6126475000001,103.64596419999998,q,1.4489245999993727,102.56216510000013,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,104.0461576000007,104.79645140000048,53,imgs/1_stim.png,0.05983481875339829,0.7371923494900983,0.3239817697885981,105.07992840000043,105.11340980000023,105.16330540000035,105.19665500000065,a,1.3217787000003227,104.22957700000006,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,105.59682890000022,106.2304352000001,54,imgs/2_stim.png,0.05916595947825394,0.6257483366006225,0.47483629502350366,106.6806000000006,106.71400240000003,106.76398920000065,106.7973092000002,q,1.2370707999998558,105.78025849999995,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,107.06416530000024,108.03124470000057,55,imgs/3_stim.png,0.03603350927451088,0.9644127590043444,0.38282322650349054,108.39799850000054,108.43144870000015,108.44805750000069,108.48140890000013,e,1.673686699999962,107.24752950000038,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,108.96491220000007,109.81538500000079,56,imgs/2_stim.png,0.015699601066741394,0.8351956162671196,0.14687113662799334,109.93200380000053,109.96538380000038,109.96538380000038,109.99868530000003,q,1.1979387000001225,109.1483332000007,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,110.38221330000033,110.91578280000067,57,imgs/3_stim.png,0.07867745922314529,0.5325775496072891,0.3207269590243202,111.21590540000034,111.24922170000082,111.31598360000044,111.34931990000041,d,1.0176267000006192,110.56563520000054,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,111.61607520000052,112.61651490000077,58,imgs/4_stim.png,0.0667666012082916,0.9954375625480956,0.2995924988751781,112.89995070000077,112.93326960000013,112.98337360000005,113.01664720000008,e,1.436758199999531,111.79949730000044,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
